	ID	Kaltmiete	Zimmer	Quadratmeter	lat	lng
1128	107707616	479.49	2.0	56.41	52.52579452921072	13.14668491967258
1129	107707679	455.42	1.0	32.53	52.45157958948426	13.569818797776163
1130	107707899	1995.0	4.0	190.0	52.506203813312496	13.24874775930754
1131	107708157	2799.0	7.0	209.0	52.51117382089642	13.293805811956968
1132	107708734	3825.0	5.0	201.3	52.491445937243846	13.333483816461339
1133	107708773	790.0	3.0	74.05	52.54561548546158	13.20011514826376
1134	107709954	1308.62	3.0	88.48	52.499881645985674	13.44145626427682
1135	107709977	926.8	2.0	66.2	52.464105493576206	13.506065802805807
1136	107710065	765.59	2.0	56.71	52.464105493576206	13.506065802805807
1137	107710186	1300.0	2.0	42.0	52.54558620115755	13.451888979953969
1138	107710335	539.0	3.0	89.0	52.557513605653185	13.559380995486363
1139	107710466	1450.0	3.0	112.1	52.52576700265553	13.398969514085916
1140	107710660	579.66	2.0	68.65	52.54978879214984	13.181888686887781
1141	107711029	1515.0	2.0	121.0	52.50099627513041	13.319362343372442
1142	107712841	2062.5	2.0	150.0	52.52236442929619	13.38313560344237
1143	107715900	1430.0	3.0	130.0	52.470100138116976	13.324936256292823
1144	107717891	612.0	2.0	43.68	52.472875572825195	13.438317916345751
1145	107718180	529.0	2.0	53.98	52.543485157622996	13.600326571081032
1146	107720867	710.24	3.0	88.78	52.54847680395076	13.564347016995647
1147	107723115	700.0	2.0	73.0	52.44261623697434	13.581545247278491
1148	107724327	650.0	1.0	37.85	52.55185127317496	13.441448972456431
1149	107725167	1124.0	3.0	93.64	52.465789959385376	13.486195878670333
1150	107725536	2398.0	4.0	177.63	52.52440654109259	13.40486895296711
1151	107725592	477.0	1.0	19.8	52.480716119217114	13.422808506453864
1152	107725988	699.0	3.0	75.16	52.59161402739891	13.452445071449988
1153	107726265	678.0	2.0	56.42	52.45925752081511	13.582259782492914
1154	107726559	2254.0	5.0	172.62	52.525451568860674	13.31260689695267
1155	107726663	1514.0	4.0	130.81	52.497051695527645	13.384105208155892
1156	107727245	790.0	2.0	68.7	52.50369591022066	13.429209453760707
1157	107727397	1296.9	3.0	90.32	52.56261713700874	13.399322218533298
1158	107727708	1665.0	3.0	119.0	52.500568141765044	13.357308524945152
1159	107727866	291.0	1.0	36.79	52.5233138238752	13.15755589280909
